loan_id,loan_amount,term_months,grade,sub_grade,int_rate,emp_length_years,home_ownership,annual_income,verification_status,purpose,dti,fico_range_low,fico_range_high,delinq_2yrs,pub_rec,open_acc,total_acc,revol_bal,revol_util,collections_12_mths_ex_med,collateral_flag,collateral_value,total_pymnt_before_default,outstanding_principal,days_past_due_at_default,months_in_recovery,recovery_status,payment_plan_status,recoveries,collection_recovery_fee,recovery_rate
ARC108669,10100.0,36,B,B2,11.56,6.0,MORTGAGE,100900.0,Verified,car,19.11,725,729,0,0,3,20,2100.0,65.3,0,0,,4077.16,6022.84,87,19,Closed,Active,4169.01,463.78,0.6922
ARC100548,14600.0,60,C,C5,12.21,9.0,RENT,39100.0,Source Verified,home_improvement,14.99,607,611,0,0,11,23,6560.0,71.1,0,0,,8238.11,6361.89,131,2,Active,Active,615.19,37.76,0.0967
ARC101692,4600.0,36,C,C1,14.26,3.0,RENT,53400.0,Source Verified,credit_card,23.09,660,664,0,0,4,7,1230.0,78.0,0,0,,1262.31,3337.69,185,21,Closed,Broken,1160.51,173.4,0.3477
ARC103525,23400.0,60,A,A2,10.44,5.0,MORTGAGE,31400.0,Not Verified,debt_consolidation,23.56,698,702,0,0,13,37,1990.0,17.3,0,0,,3406.88,19993.12,65,8,Closed,Active,9500.73,1029.8,0.4752
ARC103012,7900.0,36,E,E3,18.97,7.0,OWN,123200.0,Source Verified,debt_consolidation,27.14,631,635,1,1,2,21,13020.0,,0,0,,4121.96,3778.04,33,13,Closed,Active,1461.72,91.71,0.3869
ARC101630,5100.0,36,F,F1,21.63,10.0,MORTGAGE,62200.0,Not Verified,other,12.24,717,721,0,0,2,12,1930.0,36.7,0,0,,1397.11,3702.89,53,14,Closed,Active,2145.45,302.68,0.5794
ARC102390,3400.0,36,A,A3,9.37,4.0,RENT,46400.0,Not Verified,credit_card,26.34,658,662,0,0,8,30,20790.0,20.8,0,0,,1399.84,2000.16,163,22,Closed,Active,678.05,86.59,0.339
ARC104694,9300.0,36,C,C4,11.79,4.0,MORTGAGE,59400.0,Verified,credit_card,19.68,684,688,1,0,7,7,2540.0,29.5,0,0,,3670.19,5629.81,106,18,Closed,Broken,2080.21,117.79,0.3695
ARC107704,10400.0,36,C,C1,14.4,3.0,MORTGAGE,,Not Verified,small_business,8.59,600,604,0,0,15,36,13420.0,,0,0,,3508.5,6891.5,290,22,Closed,Active,2373.43,202.23,0.3444
ARC104487,5600.0,36,E,E3,19.54,2.0,RENT,64900.0,Source Verified,credit_card,12.99,665,669,0,0,6,23,5620.0,89.4,0,0,,1953.77,3646.23,289,3,Active,No_Plan,533.44,32.83,0.1463
ARC101259,7600.0,36,D,D4,16.25,1.0,RENT,90500.0,Verified,debt_consolidation,31.78,667,671,0,1,10,10,2410.0,44.5,0,0,,4382.83,3217.17,40,16,Closed,Broken,1372.44,82.23,0.4266
ARC108022,14900.0,36,B,B2,9.69,10.0,MORTGAGE,76200.0,Not Verified,credit_card,17.98,631,635,0,0,15,29,1170.0,88.7,0,1,13300.0,7351.99,7548.01,67,23,Closed,Active,4112.91,304.1,0.5449
ARC100809,11200.0,36,C,C1,14.55,3.0,RENT,39300.0,Not Verified,debt_consolidation,16.04,733,737,0,0,14,33,7390.0,,0,0,,3219.63,7980.37,431,17,Closed,Active,2539.35,245.85,0.3182
ARC106388,7400.0,36,B,B3,9.99,9.0,MORTGAGE,34000.0,Not Verified,debt_consolidation,18.3,740,744,0,1,4,9,6110.0,34.6,1,0,,2323.39,5076.61,90,34,Closed,Active,3015.51,255.91,0.594
ARC101049,12600.0,60,C,C5,14.66,1.0,RENT,104300.0,Source Verified,home_improvement,10.04,626,630,0,0,2,12,6920.0,49.8,0,1,13600.0,6202.8,6397.2,145,23,Closed,Completed,5200.92,632.89,0.813
ARC107390,5000.0,36,D,D4,15.87,2.0,MORTGAGE,126400.0,Not Verified,home_improvement,,728,732,0,0,4,16,980.0,61.6,0,0,,1010.54,3989.46,162,19,Closed,Active,3100.61,432.88,0.7772
ARC100107,8200.0,36,A,A3,9.16,0.0,MORTGAGE,,Source Verified,credit_card,2.67,717,721,0,0,12,34,410.0,23.7,0,0,,243.05,7956.95,107,30,Closed,Broken,3033.19,366.86,0.3812
ARC106249,11300.0,36,A,A3,6.91,5.0,RENT,36800.0,Not Verified,credit_card,30.31,642,646,0,0,8,20,12710.0,60.9,0,0,,2700.56,8599.44,30,24,Closed,Broken,2909.19,358.56,0.3383
ARC106786,3800.0,60,B,B1,10.12,5.0,MORTGAGE,27000.0,Not Verified,small_business,24.78,733,737,0,0,12,20,8960.0,40.8,0,1,3900.0,221.88,3578.12,163,10,Closed,Active,2338.3,160.09,0.6535
ARC108498,22400.0,60,B,B1,8.47,6.0,MORTGAGE,76800.0,Source Verified,home_improvement,18.48,677,681,0,0,8,15,3310.0,46.2,0,1,22600.0,6460.58,15939.42,30,32,Closed,Active,8951.58,662.68,0.5616
ARC104605,11000.0,60,C,C2,14.23,10.0,OWN,38500.0,Source Verified,debt_consolidation,14.31,610,614,0,0,12,30,19300.0,65.1,0,0,,591.66,10408.34,214,14,Closed,Broken,4561.98,464.36,0.4383
ARC108334,20000.0,36,B,B2,10.92,0.0,RENT,96400.0,Verified,debt_consolidation,11.38,689,693,0,0,19,35,5040.0,20.1,0,0,,8195.4,11804.6,222,11,Closed,Active,5957.78,299.79,0.5047
ARC105455,13500.0,60,D,D5,15.14,3.0,RENT,64800.0,Verified,debt_consolidation,24.38,672,676,0,0,6,12,1730.0,41.7,0,0,,6169.29,7330.71,43,33,Closed,Active,2309.91,298.69,0.3151
ARC101532,17000.0,60,B,B4,10.86,7.0,MORTGAGE,108100.0,Source Verified,medical,3.86,707,711,0,1,18,31,18430.0,24.8,0,0,,3463.92,13536.08,78,27,Closed,Active,10552.73,991.88,0.7796
ARC104962,11400.0,36,D,D1,18.13,,RENT,90200.0,Source Verified,debt_consolidation,13.76,681,685,0,0,13,34,7120.0,53.0,0,0,,8020.55,3379.45,198,30,Closed,Broken,840.13,45.72,0.2486
ARC100211,4800.0,36,C,C1,10.28,9.0,OWN,98600.0,Source Verified,car,9.22,652,656,0,0,6,17,19680.0,55.4,0,0,,1355.81,3444.19,101,9,Closed,Active,1996.94,165.78,0.5798
ARC103147,9300.0,60,A,A5,8.72,10.0,RENT,88600.0,Source Verified,debt_consolidation,25.4,669,673,0,0,14,19,68010.0,94.1,0,0,,4333.02,4966.98,178,9,Active,Active,451.5,40.79,0.0909
ARC105156,6900.0,60,E,E1,20.4,,mortgage,69900.0,Not Verified,credit_card,12.33,688,692,0,1,5,19,56620.0,0.0,0,0,,2899.9,4000.1,122,35,Closed,Active,1990.45,164.95,0.4976
ARC102150,9600.0,60,E,E5,20.46,10.0,MORTGAGE,27300.0,Source Verified,debt_consolidation,33.75,600,604,0,0,13,14,15680.0,73.2,0,0,,836.43,8763.57,160,29,Closed,Broken,1704.51,185.22,0.1945
ARC106995,17900.0,36,E,E5,19.68,3.0,RENT,42500.0,Verified,home_improvement,0.0,683,687,2,0,14,15,10650.0,19.1,0,0,,1762.56,16137.44,35,18,Closed,Broken,9659.87,1137.99,0.5986
ARC101973,25200.0,36,E,E4,19.01,9.0,MORTGAGE,43600.0,Not Verified,debt_consolidation,16.12,652,656,0,0,15,17,4490.0,41.6,0,0,,6653.18,18546.82,43,27,Closed,Completed,12799.16,649.94,0.6901
ARC104685,6700.0,36,A,A5,8.08,9.0,MORTGAGE,37700.0,Verified,debt_consolidation,27.92,724,728,0,0,9,16,17300.0,41.9,0,0,,2886.99,3813.01,250,9,Active,Active,657.74,65.66,0.1725
ARC108182,12500.0,36,D,D3,16.0,4.0,MORTGAGE,40900.0,Source Verified,debt_consolidation,25.5,670,674,0,0,8,19,7100.0,,0,1,13900.0,1555.46,10944.54,167,10,Closed,Broken,3617.17,328.81,0.3305
ARC107607,5200.0,60,C,C1,13.34,7.0,RENT,73900.0,Not Verified,credit_card,17.27,661,665,0,0,16,20,8670.0,75.0,0,0,,3197.78,2002.22,211,8,Closed,Broken,894.39,46.16,0.4467
ARC100771,20900.0,36,A,A1,7.54,10.0,MORTGAGE,65800.0,Source Verified,credit_card,18.26,735,739,0,2,8,24,2550.0,42.5,0,0,,7003.04,13896.96,269,19,Closed,Active,6388.43,361.71,0.4597
ARC107502,7300.0,36,D,D4,15.74,10.0,MORTGAGE,67500.0,Not Verified,small_business,13.15,674,678,0,0,17,29,3510.0,46.3,0,0,,2019.77,5280.23,58,19,Closed,Active,3343.44,384.2,0.6332
ARC101249,4200.0,60,E,E2,20.23,2.0,RENT,38000.0,Verified,small_business,21.84,650,654,0,0,3,10,14660.0,39.8,0,0,,1931.33,2268.67,70,35,Closed,Active,1648.64,92.43,0.7267
ARC107890,9900.0,60,B,B3,10.28,2.0,MORTGAGE,55700.0,Verified,credit_card,21.13,706,710,0,0,11,12,24410.0,50.6,0,0,,3318.58,6581.42,215,16,Closed,Active,2517.39,312.36,0.3825
ARC107253,9400.0,60,B,B1,11.65,4.0,MORTGAGE,44900.0,Verified,car,15.39,690,694,1,1,10,34,2260.0,60.5,0,0,,3197.56,6202.44,60,9,Closed,Active,3877.77,341.04,0.6252
ARC108494,7900.0,36,C,C4,10.89,10.0,rent,49300.0,Verified,small_business,14.19,601,605,0,0,16,38,13660.0,27.2,0,1,7500.0,1165.07,6734.93,657,11,Closed,No_Plan,1114.63,133.14,0.1655
ARC106573,5300.0,36,D,D4,16.12,6.0,MORTGAGE,61500.0,Source Verified,credit_card,6.15,701,705,1,0,12,22,5380.0,68.8,0,0,,477.23,4822.77,247,23,Closed,Broken,1913.68,264.37,0.3968
ARC106819,7100.0,60,A,A2,6.3,9.0,MORTGAGE,41400.0,Not Verified,debt_consolidation,17.13,635,639,0,0,8,25,17670.0,71.9,0,0,,1057.94,6042.06,146,10,Closed,Broken,3105.01,384.83,0.5139
ARC100709,14100.0,36,A,A3,7.95,0.0,RENT,68800.0,Not Verified,small_business,15.92,655,659,1,0,12,27,10470.0,68.9,0,0,,10547.22,3552.78,137,13,Closed,No_Plan,701.67,104.65,0.1975
ARC102672,7700.0,36,D,D4,16.34,2.0,OWN,88900.0,Source Verified,debt_consolidation,27.67,600,604,0,0,6,20,14040.0,86.8,0,0,,1175.07,6524.93,83,25,Closed,No_Plan,2954.49,347.89,0.4528
ARC104514,10400.0,36,B,B5,10.78,7.0,RENT,53900.0,Verified,debt_consolidation,19.69,613,617,0,0,4,23,3400.0,,0,0,,1779.65,8620.35,111,29,Closed,Broken,2949.88,246.93,0.3422
ARC101461,6600.0,60,B,B5,10.17,7.0,ANY,62800.0,Not Verified,major_purchase,15.48,659,663,0,0,19,30,4580.0,79.8,0,0,,1434.09,5165.91,30,23,Closed,Active,2968.85,294.84,0.5747
ARC102545,7600.0,36,C,C4,14.94,1.0,MORTGAGE,48500.0,Source Verified,debt_consolidation,-999.0,666,670,1,0,14,26,3690.0,52.3,0,0,,1477.43,6122.57,155,30,Closed,No_Plan,1804.32,110.37,0.2947
ARC107741,13500.0,60,B,B1,11.33,2.0,RENT,35300.0,Verified,debt_consolidation,16.02,663,667,0,0,3,7,2580.0,51.2,0,0,,3044.73,10455.27,179,29,Closed,Active,6525.13,570.9,0.6241
ARC107217,8100.0,36,B,B4,10.26,9.0,RENT,96200.0,Source Verified,home_improvement,18.85,674,678,0,0,15,27,63870.0,57.3,0,1,5200.0,2862.9,5237.1,184,11,Closed,Completed,3408.83,421.83,0.6509
ARC101356,8000.0,36,F,F4,20.93,10.0,RENT,60100.0,Verified,debt_consolidation,12.46,710,714,0,0,14,37,4840.0,,0,1,6600.0,1599.5,6400.5,228,8,Closed,Active,3917.75,319.95,0.6121
ARC103011,8100.0,60,F,F3,22.74,7.0,OWN,94700.0,Not Verified,credit_card,16.52,600,604,0,1,10,13,5090.0,75.0,1,0,,2070.73,6029.27,125,26,Closed,Broken,1543.49,174.58,0.256
ARC100851,7600.0,36,G,G3,24.01,10.0,MORTGAGE,93900.0,Verified,debt_consolidation,0.0,744,748,0,0,12,20,2380.0,44.0,0,0,,1044.7,6555.3,144,18,Closed,Completed,4856.17,692.61,0.7408
ARC101004,9900.0,60,E,E3,19.65,6.0,MORTGAGE,39200.0,Verified,credit_card,36.71,730,734,0,0,7,15,13810.0,61.1,0,0,,4108.3,5791.7,112,9,Active,Broken,1651.21,172.54,0.2851
ARC101834,13600.0,60,E,E2,19.51,3.0,RENT,27300.0,Source Verified,credit_card,16.92,600,604,0,0,11,30,18410.0,36.0,0,0,,2453.85,11146.15,101,12,Closed,Broken,2378.59,226.66,0.2134
ARC107903,7400.0,60,B,B5,10.42,10.0,MORTGAGE,91300.0,Verified,home_improvement,11.98,638,642,0,0,8,20,3390.0,91.1,0,0,,1229.21,6170.79,427,10,Closed,No_Plan,919.45,77.46,0.149
ARC108781,12600.0,36,E,E2,19.53,10.0,RENT,38100.0,Verified,small_business,20.71,678,682,1,0,8,14,4600.0,23.0,0,1,6500.0,4879.78,7720.22,228,1,Active,Active,2423.38,298.71,0.3139
ARC107742,3200.0,36,B,B5,12.27,5.0,MORTGAGE,43500.0,Not Verified,medical,20.43,654,658,0,0,16,36,9940.0,35.1,0,0,,1923.72,1276.28,34,11,Closed,Active,524.3,53.08,0.4108
ARC101316,8900.0,36,C,C3,11.48,10.0,MORTGAGE,39400.0,Source Verified,other,11.77,665,669,0,0,18,20,28140.0,75.8,0,0,,4352.13,4547.87,152,26,Closed,Broken,2101.12,236.08,0.462
ARC103327,10300.0,60,A,A5,6.02,3.0,RENT,33900.0,Source Verified,home_improvement,16.08,645,649,0,0,11,31,3410.0,91.1,0,0,,1007.56,9292.44,173,22,Closed,No_Plan,2104.74,169.19,0.2265
ARC101623,18900.0,36,D,D4,15.92,10.0,MORTGAGE,40600.0,Verified,debt_consolidation,27.61,661,665,0,0,19,30,7490.0,19.0,0,0,,2750.6,16149.4,93,1,Active,Active,2083.27,288.73,0.129
ARC103833,6500.0,60,A,A1,9.04,5.0,RENT,,Not Verified,home_improvement,29.97,729,733,0,0,15,15,7200.0,5.0,0,1,5500.0,1665.32,4834.68,139,9,Closed,Active,2933.68,291.36,0.6068
ARC105744,13200.0,36,C,C2,10.97,6.0,MORTGAGE,73800.0,Verified,debt_consolidation,14.04,666,670,0,0,19,30,510.0,0.0,0,0,,1559.62,11640.38,60,9,Active,Broken,2676.12,142.01,0.2299
ARC101278,12100.0,36,C,C5,13.97,4.0,RENT,71300.0,Source Verified,credit_card,,693,697,0,1,12,15,1910.0,56.2,0,0,,974.82,11125.18,30,20,Closed,Active,4458.97,420.12,0.4008
ARC104145,3600.0,36,B,B4,12.78,0.0,RENT,104300.0,Not Verified,debt_consolidation,0.0,663,667,0,0,9,13,6620.0,67.0,0,0,,1243.28,2356.72,128,9,Active,Active,695.7,78.79,0.2952
ARC103146,15700.0,60,A,A4,6.37,3.0,MORTGAGE,32800.0,Verified,home_improvement,15.54,733,737,0,0,10,11,1420.0,46.1,0,0,,2449.87,13250.13,116,9,Active,Active,4253.29,634.68,0.321
ARC105642,14500.0,60,A,A3,6.37,4.0,RENT,51100.0,Source Verified,other,15.6,734,738,0,0,9,27,9380.0,54.2,0,0,,1925.32,12574.68,121,33,Closed,Broken,5955.37,420.36,0.4736
ARC107139,12500.0,36,A,A3,7.97,,RENT,68200.0,Source Verified,credit_card,10.13,699,703,0,0,19,23,4020.0,57.9,0,0,,6718.83,5781.17,197,30,Closed,Completed,3266.36,426.5,0.565
ARC102617,16500.0,36,F,F1,23.24,3.0,OWN,94300.0,Verified,small_business,14.04,629,633,0,0,6,16,4050.0,58.3,0,0,,7705.25,8794.75,98,28,Closed,Active,2904.03,228.09,0.3302
ARC103662,7800.0,36,B,B2,10.61,0.0,RENT,83300.0,Verified,credit_card,11.24,707,711,0,0,18,28,30880.0,63.0,0,1,4600.0,1102.61,6697.39,30,25,Closed,Completed,6177.67,701.74,0.9224
ARC100088,12900.0,60,D,D2,15.8,10.0,MORTGAGE,49700.0,Source Verified,car,30.07,703,707,0,0,15,36,5760.0,7.2,0,1,8800.0,3635.74,9264.26,67,23,Closed,Broken,5635.45,761.2,0.6083
ARC100874,3500.0,60,C,C1,14.17,0.0,MORTGAGE,114900.0,Source Verified,home_improvement,-999.0,683,687,0,0,3,13,18010.0,54.3,0,1,2200.0,1409.72,2090.28,83,1,Active,Active,525.91,36.15,0.2516
ARC103000,19700.0,60,B,B3,10.39,2.0,RENT,74600.0,Not Verified,credit_card,11.22,677,681,0,0,6,29,3140.0,30.5,0,0,,3482.83,16217.17,110,24,Closed,No_Plan,3661.84,257.67,0.2258
ARC102760,6800.0,60,C,C1,14.68,10.0,MORTGAGE,40300.0,Verified,debt_consolidation,26.2,702,706,0,0,14,20,15040.0,25.0,0,0,,1604.56,5195.44,61,16,Closed,Active,2838.79,213.81,0.5464
ARC101880,14700.0,60,C,C1,11.02,0.0,RENT,63500.0,Verified,debt_consolidation,18.13,669,673,0,0,15,32,2080.0,30.5,0,0,,2476.97,12223.03,160,30,Closed,Broken,3797.7,513.1,0.3107
ARC100106,5900.0,60,B,B4,9.44,,rent,110600.0,Verified,debt_consolidation,10.74,691,695,0,0,2,9,9710.0,64.6,0,0,,1999.01,3900.99,67,2,Active,Broken,403.75,51.35,0.1035
ARC100926,9000.0,36,A,A2,7.1,10.0,RENT,38600.0,Source Verified,credit_card,21.37,607,611,0,0,19,37,5910.0,58.5,0,0,,1077.79,7922.21,140,33,Closed,Broken,3822.47,414.09,0.4825
ARC106365,8200.0,36,B,B3,11.47,10.0,MORTGAGE,66300.0,Not Verified,debt_consolidation,18.29,632,636,1,0,4,11,21150.0,56.4,0,1,7500.0,2981.21,5218.79,137,34,Closed,Completed,3755.96,410.86,0.7197
ARC100319,5200.0,36,E,E1,20.49,10.0,MORTGAGE,32200.0,Not Verified,debt_consolidation,18.73,638,642,0,0,2,20,1360.0,46.4,0,1,3300.0,1739.69,3460.31,97,29,Closed,Completed,2273.08,174.9,0.6569
ARC100878,9300.0,60,E,E3,18.04,10.0,MORTGAGE,57100.0,Verified,home_improvement,20.48,626,630,0,0,15,20,17820.0,4.1,0,0,,1950.57,7349.43,88,27,Closed,Broken,2659.02,394.48,0.3618
ARC106773,8600.0,36,C,C1,16.13,5.0,RENT,67100.0,Not Verified,debt_consolidation,35.22,686,690,1,0,13,24,970.0,60.0,0,0,,2811.48,5788.52,30,19,Closed,Active,3432.01,481.65,0.5929
ARC103994,13800.0,36,C,C2,14.13,10.0,OWN,71900.0,Verified,credit_card,0.0,676,680,0,1,16,19,47010.0,59.4,0,0,,2300.14,11499.86,69,33,Closed,Broken,3905.35,507.2,0.3396
ARC104921,15600.0,36,D,D1,16.99,6.0,MORTGAGE,61000.0,Source Verified,credit_card,19.86,725,729,0,0,9,15,8050.0,58.4,0,0,,8235.91,7364.09,121,29,Closed,Completed,5623.22,634.97,0.7636
ARC105386,5000.0,36,E,E3,19.41,8.0,RENT,46400.0,Not Verified,debt_consolidation,12.55,617,621,0,0,12,16,9870.0,82.3,0,0,,1156.25,3843.75,161,13,Closed,Broken,1246.14,186.79,0.3242
ARC103078,5000.0,60,E,E2,19.15,10.0,MORTGAGE,56900.0,Not Verified,debt_consolidation,19.92,670,674,0,0,13,26,14050.0,52.9,0,0,,937.5,4062.5,108,27,Closed,Active,2082.03,159.36,0.5125
ARC104730,9100.0,60,B,B2,9.4,5.0,OWN,34900.0,Source Verified,medical,24.39,723,727,0,0,6,24,4470.0,28.4,1,0,,3522.6,5577.4,150,20,Closed,Active,3308.51,464.75,0.5932
ARC104234,19500.0,60,B,B3,10.99,3.0,RENT,120900.0,Source Verified,debt_consolidation,30.69,660,664,0,0,11,13,9690.0,57.1,0,0,,1711.46,17788.54,198,29,Closed,Active,6523.06,592.03,0.3667
ARC104259,8100.0,60,B,B1,11.54,1.0,MORTGAGE,76400.0,Verified,other,20.41,640,644,1,0,3,21,4690.0,,0,0,,776.45,7323.55,252,27,Closed,No_Plan,738.95,49.87,0.1009
ARC103726,11200.0,60,A,A4,5.95,5.0,RENT,34700.0,Verified,credit_card,18.21,724,728,0,0,11,27,11140.0,49.9,0,0,,2246.61,8953.39,76,24,Closed,Active,5312.94,773.87,0.5934
ARC108853,7400.0,60,B,B1,11.19,,MORTGAGE,68600.0,Not Verified,other,29.11,620,624,0,0,12,25,49760.0,57.4,0,0,,2369.97,5030.03,138,18,Closed,Active,2594.99,242.73,0.5159
ARC101750,6500.0,60,F,F1,23.85,10.0,OWN,35100.0,Source Verified,debt_consolidation,28.77,734,738,0,1,19,36,7110.0,12.3,0,0,,1147.47,5352.53,69,2,Active,Active,1164.18,165.09,0.2175
ARC107691,7600.0,60,C,C1,13.44,8.0,MORTGAGE,37000.0,Source Verified,other,24.29,617,621,0,0,13,27,1570.0,48.5,0,0,,772.74,6827.26,177,22,Closed,No_Plan,1399.59,179.03,0.205
ARC105151,9500.0,36,F,F4,23.2,0.0,MORTGAGE,,Source Verified,debt_consolidation,9.5,669,673,0,0,7,8,9110.0,59.1,0,1,5300.0,3269.26,6230.74,56,21,Closed,Completed,4610.12,427.71,0.7399
ARC103878,4800.0,36,D,D1,16.55,10.0,RENT,22300.0,Verified,credit_card,15.17,625,629,1,0,15,18,5850.0,,0,1,3000.0,1697.59,3102.41,57,9,Closed,Active,2041.7,233.17,0.6581
ARC105864,7100.0,36,D,D5,16.8,10.0,mortgage,,Verified,major_purchase,11.25,733,737,1,0,16,38,4740.0,,0,0,,1642.31,5457.69,330,14,Closed,Active,2273.67,330.5,0.4166
ARC105600,25100.0,60,A,A3,8.24,10.0,MORTGAGE,73400.0,Source Verified,debt_consolidation,25.75,611,615,0,0,3,7,5500.0,26.9,0,0,,5261.43,19838.57,203,25,Closed,Active,6967.31,934.01,0.3512
ARC101043,10500.0,36,A,A4,6.66,10.0,MORTGAGE,70400.0,Verified,debt_consolidation,24.81,657,661,0,0,18,23,14180.0,64.1,0,0,,7078.26,3421.74,74,31,Closed,No_Plan,878.7,88.51,0.2568
ARC103010,36200.0,60,B,B2,11.19,10.0,RENT,61500.0,Source Verified,debt_consolidation,16.35,638,642,0,0,7,13,4650.0,55.7,0,0,,5315.86,30884.14,182,25,Closed,Broken,14324.06,1106.42,0.4638
ARC105155,6100.0,60,C,C4,14.8,10.0,OWN,48700.0,Source Verified,car,27.64,643,647,0,0,5,23,3970.0,,0,0,,1297.0,4803.0,173,30,Closed,Broken,2010.54,198.92,0.4186
ARC106777,9400.0,36,A,A3,8.74,1.0,MORTGAGE,77600.0,Not Verified,debt_consolidation,20.44,703,707,1,0,7,12,4860.0,60.9,0,0,,3016.79,6383.21,36,26,Closed,Completed,4884.43,573.88,0.7652
ARC107786,8800.0,36,C,C1,13.11,10.0,MORTGAGE,43700.0,Verified,major_purchase,29.64,725,729,0,0,13,19,7890.0,57.6,0,0,,2844.53,5955.47,186,20,Closed,Active,2573.95,232.96,0.4322
ARC104590,15800.0,36,B,B5,10.95,3.0,RENT,35000.0,Not Verified,home_improvement,10.74,727,731,0,0,9,26,12430.0,22.3,0,0,,1176.89,14623.11,133,18,Closed,Active,10208.39,1245.51,0.6981
ARC104751,11400.0,36,B,B1,11.72,1.0,RENT,27300.0,Source Verified,debt_consolidation,26.01,701,705,1,0,5,27,12570.0,34.9,0,0,,5276.77,6123.23,406,33,Closed,No_Plan,781.94,75.03,0.1277
ARC102964,10100.0,36,B,B2,10.31,10.0,RENT,91000.0,Source Verified,other,28.09,687,691,0,0,15,15,10030.0,57.3,0,0,,3314.8,6785.2,229,30,Closed,Active,1767.54,98.32,0.2605
ARC100137,15700.0,36,B,B2,12.77,4.0,OWN,24600.0,Source Verified,debt_consolidation,25.25,700,704,0,0,4,7,1970.0,91.1,0,0,,5753.85,9946.15,119,15,Closed,Active,4216.17,379.11,0.4239
ARC101097,13000.0,36,D,D3,16.12,10.0,MORTGAGE,300000.0,Source Verified,small_business,23.72,609,613,0,0,3,9,2900.0,85.6,0,1,16100.0,2838.95,10161.05,187,9,Active,Broken,1634.91,171.63,0.1609
ARC108383,6400.0,36,C,C2,13.06,2.0,RENT,39400.0,Verified,major_purchase,13.59,644,648,0,0,14,18,7330.0,53.4,0,1,3700.0,1811.96,4588.04,192,9,Active,Active,590.48,78.72,0.1287
ARC106549,5800.0,60,F,F5,21.7,2.0,RENT,,Source Verified,small_business,26.55,656,660,1,0,11,35,5060.0,49.4,0,1,7300.0,3296.01,2503.99,91,9,Closed,Broken,745.44,101.61,0.2977
ARC106471,11400.0,60,D,D5,15.2,7.0,MORTGAGE,84800.0,Source Verified,major_purchase,17.19,671,675,0,0,6,28,3190.0,68.0,0,0,,2566.06,8833.94,99,24,Closed,Completed,5441.71,488.63,0.616
ARC106461,16900.0,36,F,F3,22.07,7.0,MORTGAGE,78400.0,Source Verified,credit_card,21.58,681,685,0,0,12,30,4740.0,90.4,0,0,,6232.05,10667.95,125,17,Closed,Broken,3629.24,336.18,0.3402
ARC105265,9300.0,60,B,B5,10.24,0.0,RENT,37200.0,Verified,debt_consolidation,28.34,649,653,1,0,11,32,33410.0,41.3,0,0,,1373.66,7926.34,45,35,Closed,Active,3512.95,330.27,0.4432
ARC102135,8200.0,36,G,G1,23.91,10.0,MORTGAGE,37300.0,Not Verified,debt_consolidation,19.23,690,694,1,0,17,26,490.0,37.7,0,0,,2287.78,5912.22,104,10,Closed,Active,3043.02,385.78,0.5147
ARC105458,14000.0,36,B,B2,10.52,0.0,MORTGAGE,47400.0,Source Verified,debt_consolidation,30.19,639,643,0,0,12,30,560.0,44.7,0,1,11300.0,5355.89,8644.11,177,27,Closed,Active,3069.52,368.86,0.3551
ARC105078,15800.0,60,B,B4,10.12,10.0,MORTGAGE,46300.0,Verified,other,15.33,694,698,1,0,10,30,20530.0,58.9,0,0,,4309.02,11490.98,148,33,Closed,Active,6137.33,873.66,0.5341
ARC103367,8500.0,36,A,A3,5.5,10.0,OWN,118600.0,Source Verified,debt_consolidation,26.49,672,676,0,0,5,27,5670.0,53.0,0,0,,2038.91,6461.09,427,21,Closed,Broken,1095.15,99.06,0.1695
ARC103729,11300.0,36,C,C3,13.09,,MORTGAGE,40500.0,Source Verified,debt_consolidation,29.25,706,710,1,0,4,25,2200.0,89.2,0,0,,1423.85,9876.15,61,34,Closed,Broken,4111.44,511.38,0.4163
ARC100148,17800.0,36,C,C3,12.48,0.0,MORTGAGE,81700.0,Not Verified,medical,0.74,663,667,0,1,12,22,2290.0,4.2,0,0,,5116.6,12683.4,129,15,Closed,Active,5248.39,746.39,0.4138
ARC100303,8300.0,60,D,D4,14.5,10.0,MORTGAGE,49400.0,Verified,small_business,5.89,613,617,0,0,15,31,11250.0,36.6,0,0,,2013.66,6286.34,171,18,Closed,No_Plan,1892.19,120.78,0.301
ARC105113,15300.0,36,C,C5,13.19,5.0,own,44300.0,Verified,credit_card,23.07,606,610,0,0,6,12,4120.0,38.8,0,0,,6082.72,9217.28,113,32,Closed,No_Plan,2862.89,222.27,0.3106
ARC105148,9900.0,36,B,B2,10.04,10.0,MORTGAGE,26800.0,Not Verified,other,23.08,629,633,0,0,12,30,21870.0,62.5,0,0,,3828.83,6071.17,225,19,Closed,No_Plan,1348.41,152.12,0.2221
ARC101270,23000.0,60,G,G5,25.58,3.0,MORTGAGE,,Verified,home_improvement,22.2,652,656,0,0,11,16,2380.0,19.8,0,0,,6057.72,16942.28,55,35,Closed,Active,9477.51,1304.81,0.5594
ARC101904,13900.0,36,C,C2,15.46,7.0,RENT,66300.0,Source Verified,debt_consolidation,6.16,651,655,0,0,3,5,1470.0,45.4,0,0,,10001.94,3898.06,148,33,Closed,Broken,1804.02,236.92,0.4628
